,mz,rt,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,B_1,NIST_1,SP_1,S_11,S_12,S_13,S_14,S_15,S_16,S_17,S_18,S_19,S_20,B_2,NIST_2,SP_2,S_21,S_22,S_23,S_24,S_25,S_26,S_27,S_28,S_29,S_30,B_3,NIST_3,SP_3,S_31,S_32,S_33,S_34,S_35,S_36,S_37,S_38,S_39,S_40,B_4,NIST_4,SP_4,S_41,S_42,S_43,S_44,S_45,S_46,S_47,S_48,S_49,S_50,B_5,NIST_5,SP_5,S_51,S_52,S_53,S_54,S_55,S_56,S_57,S_58,S_59,S_60,B_6,NIST_6,SP_6,S_61,S_62,S_63,S_64,S_65,S_66,S_67,S_68,S_69,S_70,B_7,NIST_7,SP_7,S_71,S_72,S_73,S_74,S_75,S_76,S_77,S_78,S_79,S_80,B_8,NIST_8,SP_8,S_81,S_82,S_83,S_84,S_85,S_86,S_87,S_89,S_90,B_9,NIST_9,SP_9,S_91,S_92,S_93,S_94,S_95,S_96,S_97,S_98,S_99,S_100,B_10,NIST_10,SP_10,S_101,S_102,S_103,S_104,S_105,S_106,S_107,S_108,S_109,S_110
384,344.87516,0.50568161,1506246.244,1613995.754,1768126.034,1363151.414,1542632.483,1322343.949,1291252.657,1601028.578,1528087.707,1361829.977,,,1492100.477,1241534.832,1514583.067,1724187.788,1346667.689,1385700.713,1414020.302,1576994.893,1167644.292,1517132.084,1356014.293,,,1433802.267,1266783.083,1289583.492,1460417.287,1643418.107,1505686.357,1560095.273,1135846.683,1813049.966,1522755.077,1516557.235,,,1339638.504,1450740.712,1491186.651,1364917.369,1412794.899,1410222.345,1588908.312,1062580.225,1228511.294,1461384.688,1252931.38,,,1351911.127,1382910.172,1306063.072,1519943.364,1106032.197,1182451.449,1347174.366,1495690.407,1460933.421,1395440.405,1419490.871,,,1288567.846,1364296.197,1296089.651,1225228.155,1244942.392,1309230.33,1010666.476,1251411.429,1019610.265,1249276.527,1304979.057,,,1326977.239,1299076.892,1509864.044,1677616.986,1331314.886,1455972.425,1172094.476,1260122.487,1167788.512,1397511.772,1321961.987,,,1276539.639,1143205.139,1444698.302,1590253.384,1733676.881,1168662.34,1520269.683,1250868.25,1127033.499,1347165.389,1104667.061,,,1226161.339,1188190.434,1157838.678,1089380.478,1075614.4,1172713.88,1105342.225,1409782.969,1175948.826,1549227.465,,,1277017.267,1215687.295,1203634.107,1165655.535,1443872.029,1207296.737,1292176.528,1323126.181,1178126.413,1140271.877,1286683.269,,,1230651.241,1224973.003,1256604.502,1515885.655,1117038.608,1249596.101,1274748.902,1309129.954,1178745.225,1278795.066,1394373.463
390,333.1442038,9.36637134,91939.62182,115201.8905,169287.4106,47171.43928,41858.11391,128924.1382,398163.8512,1113626.233,341382.0838,292027.3507,,586777.4507,1473573.625,105399.8738,2637898.906,468775.999,895678.1174,338187.74,267356.8608,510024.0977,503375.1052,355392.5951,1697769.028,,749595.9422,2063312.854,104608.9664,62884.41689,896934.6241,58706.56048,958808.0558,1154656.279,1471563.445,312713.4967,2297966.858,608600.2692,,729182.1564,2677016.368,652394.4139,792445.1079,1513106.836,125565.1313,427161.4051,1107517.565,769998.2409,347128.9487,180363.8654,1984420.479,,826353.7301,3024591.199,2028655.825,905784.8057,1466833.197,1028241.535,342094.4662,1376308.692,866438.7385,484151.0056,2206576.077,280261.3521,,1212344.477,3188970.173,609730.9218,553858.2732,1057126.772,3694350.847,1355570.412,1948097.402,2162064.796,1340476.631,699850.4583,1658998.159,,1298653.677,2696999.091,662770.5775,1250896.398,1594212.441,3141150.188,1784872.745,1867334.104,1056464.073,136427.9352,2080017.342,4935841.505,,1655937.595,2994228.574,3219526.271,5604560.018,1606766.502,1745238.455,1318233.496,1304928.535,1573626.983,2285384.979,1882040.892,1679650.624,,1647684.809,2943159.707,455295.0232,94273.31848,26480.61624,25784.29313,259580.3919,333250.0936,143886.1981,82363.79287,,,346160.3944,603676.6782,26005.06157,20228.2074,55571.54199,44019.58452,33551.98117,124778,33403.24791,159871.3029,31956.45378,718121.3898,,352640.7312,801893.8256,,31643.19813,39616.32122,32006.9395,1065653.863,40297.37911,328275.373,222451.8874,33505.52945,93414.18049
391,217.9512745,0.502461047,1402669.368,1604104.075,1489997.481,1350834.779,1407043.108,1597939.955,1502693.181,1613111.732,1322474.182,1396287.208,,,1468859.289,1363497.124,1598923.995,1440717.301,1367887.233,1593001.964,1578573.525,1618128.768,1487990.906,1289201.746,1451502.683,,,1369302.04,1289609.384,1262678.618,1517859.928,1413136.225,1432501.447,1517748.512,1218900.627,1910744.101,1460427.607,1389697.14,,,1356912.904,1454556.385,1564484.782,1449967.585,1324329.516,1412499.603,1430392.973,1259244.931,1401748.584,1354305.434,1576188.89,,,1431893.12,1151957.824,1289649.798,1376152.448,1467136.142,1384205.352,1352507.939,1498939.966,1498316.263,1259478.286,1450307.715,,10919.68607,1305249.068,1169838.577,1504890.979,1238394.133,1308015.42,1294173.494,1351167.018,1271888.251,1206592.282,1316907.404,1424083.758,,,1394127.982,1396945.483,1524329.442,1482048.227,1329785.843,1366336.686,1295446.855,1679312.793,1266389.194,1279769.096,1463655.968,,,1363420.904,1449968.885,1467409.245,1468444.916,1615241.436,1386509.394,1517987.16,1321901.769,1296723.819,1469594.084,1337879.082,,,1310534.965,1279661.966,1332682.91,1097254.433,1154729.822,1173065.168,1132009.387,1412977.918,1199961.735,1295839.714,,,1281668.345,1162568.504,1233660.806,1445048.495,1254517.603,1254344.272,1360827.683,1250256.676,1218527.557,1184869.154,1367061.898,,14651.96703,1223443.807,1352953.369,1222725.117,1553631.739,1138002.32,1286688.189,1293369.54,1129561.27,1002447.824,1162058.744,1564080.741
392,156.0768121,0.625526764,672610.8551,632707.0319,605564.0351,768356.7951,1355292.081,617243.4397,773249.1254,459314.2235,613542.3463,657890.8407,,480588.2509,1468710.807,629672.2706,546875.5586,533346.3139,633949.9308,386793.4482,506755.3678,622527.5916,1018144.212,871112.5803,657015.5689,387486.135,569391.9245,701035.9754,1364374.93,1084202.741,575954.663,1633429.267,789571.367,733370.959,641249.1051,684833.0758,504239.1024,559877.9891,,514452.0528,1238750.135,602749.7336,1393702.448,1267691.29,499156.1386,1058692.969,765112.7602,527477.365,656743.9184,787652.6435,508122.7439,336902.7473,482330.736,545401.2749,617706.3234,463060.4977,508387.7368,477745.3668,655012.2913,476895.3898,605229.4232,508226.6169,814193.2566,538183.1376,193288.9696,627337.9336,1078117.811,1075595.212,814699.3044,643840.8545,775854.9855,480519.4722,419024.8794,1199233.071,490194.5225,809637.5352,617567.7386,174047.0947,475619.677,584161.0437,492458.7612,452401.7975,459608.1103,503942.1359,518132.4131,541979.3393,663683.8007,659011.888,439038.7088,491433.6036,4888031.598,571010.6598,809627.9774,270756.6871,488510.8022,540216.1028,783236.6768,499245.9946,725983.1419,612750.5194,696649.2436,552671.5924,629027.9182,,544502.5954,629692.876,718497.9879,504095.9615,435379.8136,552234.7119,520727.5563,528661.4866,682414.5187,706608.7609,1155127.087,183008.5135,514172.2882,880952.6427,421072.2915,584426.9934,448698.61,844572.4058,662777.2932,905285.8616,400042.5424,677137.6087,334912.3457,598842.6414,,603157.5631,661262.4641,595483.1266,753707.3195,693512.5466,488277.6232,530031.7025,1228503.331,510099.5427,585514.9074,560328.3829,1194712.423
397,158.0165102,1.115847604,1308356.347,1346818.338,1520864.162,1243818.933,1249975.273,1356009.654,1394461.249,1463617.553,1334855.934,1568487.288,165570.3096,,1452659.427,1179442.149,1570022.226,1379948.919,1372785.78,1373231.51,1590468.287,1517043.327,1207628.528,9955.760379,1384991.705,,14569.04516,1471287.761,1308952.172,1370960.653,1357172.27,1472087.864,1476235.941,1420574.562,1057249.991,1583039.709,1409931.06,1365956.397,182222.5858,9592.213975,1391607.151,1510852.174,1534222.887,1416037.962,1252377.152,1409754.06,1522416.238,1759908.133,1349537.607,1277695.998,1257422.683,,,1226898.506,1194549.281,1475514.221,1306687.765,1256703.248,1296370.461,1204022.775,1350840.305,1226092.233,1271178.072,1462749.156,109756.0899,,1359826.573,1267543.114,1277342.833,1371926.374,1469934.28,1203967.551,2520374.374,1188939.181,2369555.304,1412520.334,1300463.554,182245.068,,1367197.725,1461398.769,1478040.286,1203685.703,1334367.357,1215334.4,1227127.724,1434063.238,2289439.212,1215548.038,1246884.565,,11689.10563,1331501.419,1275639.591,1253765.255,1426990.766,1419287.216,1259527.004,1461389.124,1435304.204,1323544.69,1487708.331,1277296.72,,13381.94173,1288205.095,2671131.092,2605071.763,1057378.218,1234443.047,1233652.005,2535159.068,2587166.567,2448611.179,2703348.284,213473.9348,,1296012.648,2413461.911,2680870.73,1357812.036,2793690.976,1182374.78,2798342.569,1267285.48,2518774.776,2011389.033,1289911.167,,,2552022.243,2689761.562,2492484.427,1539112.685,2311882.541,2804467.369,1262087.899,2551189.805,2368463.16,2484914.812,1402297.091
398,807.570096,18.33208134,1196719.251,1144682.823,1448327.482,1564963.307,1620394.508,1767844.585,1293020.801,1340042.817,1295266.083,1501310.272,,1443738.566,1451605.803,1502157.068,739999.0638,1208789.448,1300452.528,1387042.981,1693693.27,1687662.109,1327699.415,1518649.209,1409759.882,,1563987.769,1437937.507,1339562.808,1862325.519,1412304.028,1745432.416,1637755.095,1321430.971,1148929.434,1886432.078,957074.6294,1462923.794,,1586623.804,1433043.545,1720569.073,1938793.308,1308557.711,1430262.622,1711228.921,973781.347,1775261.805,1334660.284,1657761.618,1395025.163,,1731895.048,1534581.806,1204468.249,1704350.692,1592899.584,1827598.971,1977374.694,1576502.972,1989287.573,1693090.679,1511650.002,1902208.974,,1713624.1,1608038.344,1415912.489,1500021.719,1417132.213,1691364.154,1329408.575,1268836.408,1489286.64,1258719.889,1618401.298,1671523.965,,1827149.766,1717980.246,1448462.052,1723230.353,1996005.613,1535418.032,1638871.343,1561287.673,1683000.59,1364808.703,1397286.348,1797850.822,,1818798.517,1758381.486,1609164.21,1566384.427,1613811.377,1832293.828,1562996.197,2041620.944,1783156.668,1652275.067,1961993.211,1689637.182,,1695279.788,1687573.613,,1377882.067,788410.7681,1488513.456,1439400.523,1644865.793,1723005.911,1556758.759,1793631.16,,902368.3338,1446147.305,1304835.558,835864.8965,1783169.257,,1188840.928,2044722.347,1496858.578,1526753.439,,1585514.398,,1416102.2,856907.0332,869913.1008,827642.3064,1955286.805,1669973.194,1660319.629,1687236.374,,1164746.227,1005359.542,1981303.459
404,293.1509097,15.53818677,1271639.342,1076519.761,1463644.146,1421399.626,1193039.829,964872.1603,1161038.418,1270836.451,1178712.484,1186157.34,,652817.5658,1415625.928,1411349.233,1249989.351,969196.5295,613265.163,1399863.634,1387723.244,1415667.533,1345975.163,1386782.684,1191062.349,314371.5258,776447.2781,1468597.242,1294547.471,1424832.469,1365245.581,1147118.923,1009208.529,1073963.955,977470.1359,1765505.898,1072867.64,1344425.244,,847730.4517,1232471.274,2101350.05,1624403.598,1062976.518,1110921.846,1574371.231,1538048.4,1412344.266,1380839.211,1071692.323,1090268.761,196133.7342,720226.4153,1527410.423,1185816.761,992271.9737,1000798.909,1162427.45,1089086.454,1271920.117,1104879.067,1270281.182,899904.3057,1111931.611,,722961.1501,1186160.66,1544607.884,1123249.504,1039630.854,879333.8636,1116990.889,1229467.938,1166711.554,339902.339,1267206.658,1205302.837,,915386.0244,773400.2392,1189642.595,868147.6326,1334141.108,1065070.346,1302062.614,1075922.258,1323089.668,1445383.604,910182.3785,1274985.714,284098.1976,779007.9746,817270.3788,837335.3374,1114213.273,1142313.538,1041463.416,1094252.677,1506227.687,872008.1552,1199727.562,1112065.458,1173869.18,,685252.2548,855512.0535,2062794.475,1398065.368,1531212.609,1183660.023,1276652.42,1416102.368,1976530.67,1723039.305,1861621.314,,1253061.271,1214392.914,1521396.363,1360922.071,335742.7593,1589189.217,1670553.596,1684762.135,2057939.429,1308332.332,401320.135,1653721.105,,1633666.751,953399.8153,1595538.432,1720449.779,984241.4476,1931966.011,1526132.609,1040720.013,1351394.66,1461925.24,2309807.211,1575494.224
405,407.0428795,1.134463979,1186832.92,2919573.329,3031793.606,2469562.613,,7464775.57,4142410.553,4706724.202,,1808470.2,,30762.96135,1413902.165,2146185.107,2345225.834,3984779.767,2988095.949,1239220.485,1893341.494,2590146.669,2333455.998,1599040.927,2433147.661,,,2750593.186,2615648.83,4484359.943,3527269.518,1316881.704,2409366.436,,879359.0073,2869698.913,,2477110.587,,,3864380.247,1692015.887,2827646.596,2640626.086,,,1820143.78,2577114.638,,1382362.387,,,,1305621.029,3048391.845,3221537.309,3304488.758,2698740.327,1441402.37,,2953261.184,2466797.976,3135871.774,5935818.589,,,2958722.918,2763533.145,6423127.479,6693310.92,1253215.143,1010051.347,5951948.957,2556425.404,1929658.33,2739190.978,5242300.285,,,3185848.35,1303032.492,2644090.228,3175044.092,5182441.983,3008911.727,1252257.495,,2269279.435,5987695.758,1232572.286,,,4486107.249,1059766.943,1073392.245,3476862.279,,2471791.383,1098485.106,5243273.728,2639559.043,7171309.837,2700031.127,,,3189944.494,1264717.985,,820660.2384,960464.6262,948147.3442,,1216160.351,2138022.304,3249044.747,,,802401.6647,,946963.4693,2304891.486,2717690.476,,,,,1858644.812,1300996.258,,,5924167.328,6256264.967,,,2100816.937,,,5816193.47,1052970.891,5823209.683,1102525.011
408,283.1538487,13.2872018,1073653.092,812695.5309,495894.545,1095267.1,1125113.676,4009408.558,1990374.005,901709.4497,1371778.237,899970.3633,,1325138.508,1409024.742,1319065.88,1869486.447,1607072.157,962243.6372,2378265.771,609894.942,680402.0249,,1307541.083,2306028.772,,1292866.835,1492994.791,1854380.664,679502.9807,1558388.125,943988.3103,1306687.023,1538061.192,1023647.845,948819.2509,1845656.524,747838.8507,,1254800.599,,1415750.108,1220468.451,1517474.458,883316.9001,2104534.082,1447459.684,1586480.578,,742528.0394,1350454.802,,1280326.242,1392160.761,760157.7371,1283069.637,1054089.298,1813418.188,1489788.669,1455362.122,1332675.341,1707512.197,1946411.629,3071644.624,,1315234.581,1437182.566,925902.4735,2423769.854,1143212.542,1025367.834,1134034.301,1128047.456,2163143.667,1500370.968,784650.4752,1467005.109,,1334792.411,1409987.7,1921238.053,691502.2209,1947114.909,1509972.061,1231752.874,2736310.906,1171384.809,1109304.158,,1067089.519,,1300401.595,1481920.73,2666653.974,1225192.521,1062847.2,3928594.786,1589055.231,1391786.821,1187441.606,1512580.19,1812966.093,,,,1420082.818,808101.5789,615336.2029,1763671.742,378927.7956,1059864.439,1592006.242,1921470.361,964095.3597,1086159.131,,1085600.286,1300147.574,934628.0642,1153289.61,1239070.074,552660.9881,1422018.525,873507.5186,1052932.532,991294.9294,1805252.241,,,1033109.379,1175928.804,1001297.101,915327.5162,1588653.775,1135458.685,744509.902,1810962.148,1701415.975,1402159.475,745265.3922,468945.7871
410,785.6527236,19.30305582,1301951.733,1173631.96,1372163.065,1056019.054,1706801.497,1449955.208,1937445.661,1543526.601,1292059.873,1230997.815,,1195594.56,1403409.677,1372675.394,818047.8829,2511913.469,1541243.246,2150874.291,2367184.136,1526293.811,1681218.123,2322636.948,1893374.317,52316.03442,687027.0984,808217.1575,1869973.375,1957728.624,2734841.156,2570357.102,1251872.396,2015482.247,1515408.57,1175745.759,857761.5396,1739651.269,,1153746.013,1367037.464,1419399.677,2246052.528,2179201.416,1518330.417,1820612.703,1576606.275,1944131.961,2174620.329,1873837.215,1679758.445,57721.56268,1243444.719,1165394.421,1073673.607,1596907.462,2589335.137,1508695.093,1704047.506,2093594.176,1687266.98,2180845.046,2323311.636,1442353.235,67451.51318,993393.4647,1249947.491,1633908.2,2000848.348,1094456.817,1448938.119,1445598.422,1913933.096,941598.0888,1462870.532,1493127.852,1247318.986,98384.82472,1074777.388,1082286.967,1459772.119,925862.6259,1823619.725,1369827.705,2357107.335,1528951.936,1370376.975,3995092.591,1011157.917,1583468.826,190291.7744,880866.3521,1343742.053,1036114.265,1535724.152,1672488.814,1105243.002,1779575.138,2049270.941,2007316.568,1649409.108,1910920.099,1351018.862,205636.615,1125121.344,1448772.332,2063194.094,4018264.041,98526.0354,1905260.673,2913083.749,3140487.312,4009597.408,1486693.062,2202487.834,175249.2141,,1593983.375,2238330.126,,,,3961132.585,2930160.808,1704981.819,2664351.858,,2332045.992,244912.2035,,,,3884305.386,2236067.183,1534395.742,1731787.393,2420466.612,3453839.297,1817442.516,5753670.334,1121690.24
412,438.9808152,1.181512482,1306522.846,1574762.126,1521482.855,1181061.754,1342795.131,1307816.809,1394410.188,1354962.724,4379444.214,1383916.172,,14154.95742,1390758.457,1035246.409,1123201.407,1174888.626,1383827.555,1173973.094,1108321.054,1103593.228,1527637.653,1806081.351,988642.4327,,11150.34023,948152.5129,991923.8702,846648.8528,960109.1226,983106.5666,893533.8984,3127301.292,1078109.677,1824776.911,1396611.857,808580.3829,,,1341330.866,724053.3324,915630.0353,783668.9457,760577.047,879821.955,977389.7994,976519.5045,594364.1231,754077.8174,,,13385.11395,758028.0136,1080620.581,730923.2384,615500.1727,2345093.245,810784.6303,743186.356,748803.021,672418.1725,685931.8506,801374.1113,,15094.88803,494067.0575,2291895.715,556045.453,571331.2996,912146.6517,758941.4177,614890.9802,671224.0164,505158.2704,819679.833,2294184.407,,,871940.4919,814997.2411,666258.999,747711.9669,629491.5038,597008.8103,663729.7946,628143.6203,555641.234,555223.1864,582226.05,,,519965.3888,595585.9602,706720.5466,540648.3319,330569.3507,609333.0488,814814.5518,636865.2767,560170.3672,786271.3928,599390.2318,,,809960.8028,564788.6843,498244.8491,593838.786,769067.6519,451897.2915,505811.9504,530187.2359,529261.7433,424350.1815,,,501359.4329,502813.2786,462936.1221,381633.7765,472482.0435,474736.2727,723092.8126,381724.7185,508698.1522,641718.1613,538331.535,,,783306.2185,472354.0909,495784.1567,807607.7054,421779.5102,741998.7142,601238.9985,576467.9832,684917.1062,756970.2238,656079.3862
415,191.0765804,0.585728481,991018.666,1317584.955,1752611.922,1048489.461,1032130.205,1018357.16,1402932.112,1196770.731,1086744.445,1067351.379,,1989892.911,1377088.944,1126270.473,1208625.637,1096352.564,1024944.036,864120.2982,910786.4686,1121082.483,1428362.405,1025576.845,975114.6549,,1659181.739,1045382.839,1052972.866,1391206.204,1029871.519,1198905.267,1120214.177,1037721.146,843773.8554,1340967.666,1042254.632,1001395.913,,2130244.495,1173597.106,906290.7025,1191272.944,855722.2059,1352015.764,924839.9914,1627235.604,873151.9732,1196326.029,1055086.033,,25256.28377,1476214.295,1087958.914,983693.0948,956453.1337,1071637.599,889282.6513,1025243.261,1229374.566,996346.8283,1079302.366,794000.9941,1351436.489,,,1007565.035,1112608.159,1663454.113,1049893.325,1003927.513,829116.0584,909099.2377,1027541.123,903836.2784,998172.0458,1142885.512,,2151284.796,1054084.115,1099386.34,809083.8523,837452.6987,955039.5572,814165.7592,935908.3484,1246277.95,1105249.462,892026.7585,1079718.216,,1937249.148,1050259.068,1184033.309,1156832.86,1230003.371,1449885.587,819187.6774,1173651.745,1108392.922,1120827.396,890545.0349,970916.6586,,1730974.983,1045278.357,835497.3757,1120604.063,952749.9058,849943.0866,972320.6895,1132047.997,959877.1536,1038328.786,1150461.33,,1499847.29,1109875.167,707097.0494,1077969.739,869054.3795,1137922.79,1191108.359,1084466.359,754943.8907,1048582.556,859892.4226,1331716.665,,1218160.969,1143337.169,991586.5711,960087.5908,846942.6418,798072.1933,1250716.368,827190.124,847392.1937,937061.2451,1069486.176,758094.8186
416,276.9865253,1.296729684,1179758.76,1522515.07,1426698.293,1131964.521,1295690.389,1758391.816,1801919.464,1267432.57,1118414.154,1224104.642,124095.6553,159774.3361,1372926.959,1062668.2,1256168.694,1846627.838,1614395.663,1217107.291,1506249.482,1323822.577,1810714.316,1251995.846,1534674.98,36428.35705,180083.582,1265405.829,1656307.367,1154627.043,1305960.917,2172992.831,1706876.873,1294019.554,1050111.888,2001816.885,1202347.404,1609470.798,51978.27226,199873.801,1335428.297,1253024.01,1296912.557,1285436.914,1148742.927,1835694.06,1371680.412,1089067.478,1624664.191,1716361.737,1636187.038,86984.77813,199703.7097,1422530.41,1266137.822,1168591.661,1190207.374,1748911.801,1430716.472,1725274.668,1435170.57,1424547.215,1433085.492,1461045.619,60609.7037,227772.2452,1835321.287,1438548.642,1299120.075,1275337.194,1327054.308,1697909.382,1117655.923,1853460.786,1140251.393,1343734.633,1356677.519,72371.15116,203218.5631,1862299.355,1373443.166,1364144.355,1968201.92,638619.8444,1435224.552,1315255.976,1593595.67,1287025.386,441243.8053,1815750.216,53209.12286,217373.1799,1346750.021,1364841.839,1316009.662,1945096.514,1728664.878,1216662.867,1499480.039,1940247.105,803936.5701,2406111.963,1696716.515,123633.4431,175584.0513,1265083.787,2073710.923,1202548.418,995948.1519,1214565.613,1623503.899,1711964.366,1764297.896,1108503.841,2040655.345,,170020.6067,1353956.924,1463138.463,1802027.643,1837044.73,1835289.521,1272388.506,1358119.291,1208200.284,1312730.233,1524557.687,819107.0614,130989.7592,169368.6769,1262857.694,1710077.19,1822331.451,1574945.683,1066099.093,1679189.882,485994.7532,1259735.219,1058701.288,1204636.989,1889452.479
